Primer	Reference	Start	End
DEN1_CC_2_F	GCF_000866625.1_ViralProj15598_genomic	2923	2947
DEN1_CC_2_F	GCF_000871845.1_ViralProj20183_genomic	9828	9852
DEN1_CC_D_R	GCF_000862125.1_ViralProj15306_genomic	4658	4681
DEN1_CC_D_R	GCF_000865065.1_ViralProj15599_genomic	4662	4685
DEN1_CC_D_R	GCF_000866625.1_ViralProj15598_genomic	4652	4675
DEN1_CC_D_R	GCF_000871845.1_ViralProj20183_genomic	4660	4683
DENV1-LAB-8F-CC_F	GCF_000862125.1_ViralProj15306_genomic	4598	4621
DENV1-LAB-8F-CC_F	GCF_000865065.1_ViralProj15599_genomic	883	906
DENV1-LAB-8F-CC_F	GCF_000866625.1_ViralProj15598_genomic	4398	4421
DENV1-LAB-8F-CC_F	GCF_000871845.1_ViralProj20183_genomic	9760	9783
DEN1_CC_3_R	GCF_000862125.1_ViralProj15306_genomic	6241	6264
DEN1_CC_3_R	GCF_000865065.1_ViralProj15599_genomic	6242	6265
DEN1_CC_3_R	GCF_000866625.1_ViralProj15598_genomic	6235	6258
DEN1_CC_3_R	GCF_000871845.1_ViralProj20183_genomic	6240	6263
DEN1_CC_3_F	GCF_000862125.1_ViralProj15306_genomic	5549	5572
DEN1_CC_3_F	GCF_000865065.1_ViralProj15599_genomic	5550	5573
DEN1_CC_3_F	GCF_000866625.1_ViralProj15598_genomic	5543	5566
DEN1_CC_3_F	GCF_000871845.1_ViralProj20183_genomic	5548	5571
DENV1-LAB-10R-CC_R	GCF_000862125.1_ViralProj15306_genomic	6933	6956
DENV1-LAB-10R-CC_R	GCF_000865065.1_ViralProj15599_genomic	6922	6945
DENV1-LAB-10R-CC_R	GCF_000866625.1_ViralProj15598_genomic	6924	6947
DENV1-LAB-10R-CC_R	GCF_000871845.1_ViralProj20183_genomic	6929	6952
DENV1-LAB-12F-CC_F	GCF_000862125.1_ViralProj15306_genomic	6850	6874
DENV1-LAB-12F-CC_F	GCF_000865065.1_ViralProj15599_genomic	9480	9504
DENV1-LAB-12F-CC_F	GCF_000866625.1_ViralProj15598_genomic	6844	6868
DENV1-LAB-12F-CC_F	GCF_000871845.1_ViralProj20183_genomic	6849	6873
DEN1_CC_4_R	GCF_000862125.1_ViralProj15306_genomic	8351	8375
DEN1_CC_4_R	GCF_000865065.1_ViralProj15599_genomic	2612	2636
DEN1_CC_4_R	GCF_000866625.1_ViralProj15598_genomic	8342	8366
DEN1_CC_4_R	GCF_000871845.1_ViralProj20183_genomic	9226	9250
DEN1_CC_4_F	GCF_000862125.1_ViralProj15306_genomic	7716	7741
DEN1_CC_4_F	GCF_000865065.1_ViralProj15599_genomic	7705	7730
DEN1_CC_4_F	GCF_000866625.1_ViralProj15598_genomic	7707	7732
DEN1_CC_4_F	GCF_000871845.1_ViralProj20183_genomic	7712	7737
DENV1-LAB-14R-CC_R	GCF_000862125.1_ViralProj15306_genomic	9087	9111
DENV1-LAB-14R-CC_R	GCF_000865065.1_ViralProj15599_genomic	9079	9103
DENV1-LAB-14R-CC_R	GCF_000866625.1_ViralProj15598_genomic	9078	9102
DENV1-LAB-14R-CC_R	GCF_000871845.1_ViralProj20183_genomic	9086	9110
DENV1-LAB-14F-CC_F	GCF_000862125.1_ViralProj15306_genomic	8058	8084
DENV1-LAB-14F-CC_F	GCF_000865065.1_ViralProj15599_genomic	8047	8073
DENV1-LAB-14F-CC_F	GCF_000866625.1_ViralProj15598_genomic	8049	8075
DEN1_CC_5_R	GCF_000862125.1_ViralProj15306_genomic	9372	9395
DEN1_CC_5_R	GCF_000865065.1_ViralProj15599_genomic	9364	9387
DEN1_CC_5_R	GCF_000866625.1_ViralProj15598_genomic	9363	9386
DEN1_CC_5_R	GCF_000871845.1_ViralProj20183_genomic	9371	9394
DEN1_CC_5_F	GCF_000862125.1_ViralProj15306_genomic	9230	9254
DEN1_CC_5_F	GCF_000865065.1_ViralProj15599_genomic	278	302
DEN1_CC_5_F	GCF_000866625.1_ViralProj15598_genomic	1439	1463
DEN1_CC_J_R	GCF_000862125.1_ViralProj15306_genomic	10674	10697
DEN1_CC_J_R	GCF_000865065.1_ViralProj15599_genomic	10588	10611
DEN1_CC_J_R	GCF_000866625.1_ViralProj15598_genomic	10646	10669
DEN1_CC_J_R	GCF_000871845.1_ViralProj20183_genomic	10662	10685
DEN2_CC_1_R	GCF_000862125.1_ViralProj15306_genomic	1504	1527
DEN2_CC_1_R	GCF_000865065.1_ViralProj15599_genomic	1508	1531
DEN2_CC_1_R	GCF_000866625.1_ViralProj15598_genomic	6700	6723
DEN2_CC_1_R	GCF_000871845.1_ViralProj20183_genomic	1506	1529
DEN2_CC_1_F	GCF_000862125.1_ViralProj15306_genomic	6499	6522
DEN2_CC_1_F	GCF_000865065.1_ViralProj15599_genomic	1479	1502
DEN2_CC_1_F	GCF_000866625.1_ViralProj15598_genomic	1210	1233
DEN2_CC_1_F	GCF_000871845.1_ViralProj20183_genomic	1212	1235
d2a18-CC_N	GCF_000862125.1_ViralProj15306_genomic	2450	2474
d2a18-CC_N	GCF_000865065.1_ViralProj15599_genomic	2454	2478
d2a18-CC_N	GCF_000866625.1_ViralProj15598_genomic	2444	2468
d2a18-CC_N	GCF_000871845.1_ViralProj20183_genomic	2452	2476
d2s4-CC_N	GCF_000862125.1_ViralProj15306_genomic	1665	1689
d2s4-CC_N	GCF_000865065.1_ViralProj15599_genomic	1669	1693
d2s4-CC_N	GCF_000866625.1_ViralProj15598_genomic	1659	1683
d2s4-CC_N	GCF_000871845.1_ViralProj20183_genomic	1667	1691
DEN2_CC_2_R	GCF_000862125.1_ViralProj15306_genomic	3194	3217
DEN2_CC_2_R	GCF_000865065.1_ViralProj15599_genomic	3198	3221
DEN2_CC_2_R	GCF_000866625.1_ViralProj15598_genomic	3188	3211
DEN2_CC_2_R	GCF_000871845.1_ViralProj20183_genomic	3196	3219
DEN2_CC_2_F	GCF_000862125.1_ViralProj15306_genomic	3043	3066
DEN2_CC_2_F	GCF_000865065.1_ViralProj15599_genomic	3047	3070
DEN2_CC_2_F	GCF_000866625.1_ViralProj15598_genomic	3037	3060
DEN2_CC_2_F	GCF_000871845.1_ViralProj20183_genomic	3045	3068
d2a14-CC_N	GCF_000871845.1_ViralProj20183_genomic	4460	4484
d2s8-CC_N	GCF_000862125.1_ViralProj15306_genomic	7166	7189
d2s8-CC_N	GCF_000866625.1_ViralProj15598_genomic	3677	3700
d2s8-CC_N	GCF_000871845.1_ViralProj20183_genomic	3685	3708
DEN2_CC_3_R	GCF_000862125.1_ViralProj15306_genomic	5131	5153
DEN2_CC_3_R	GCF_000865065.1_ViralProj15599_genomic	5132	5154
DEN2_CC_3_R	GCF_000866625.1_ViralProj15598_genomic	5125	5147
DEN2_CC_3_R	GCF_000871845.1_ViralProj20183_genomic	5130	5152
DEN2_CC_3_F	GCF_000862125.1_ViralProj15306_genomic	4975	4997
DEN2_CC_3_F	GCF_000865065.1_ViralProj15599_genomic	2432	2454
DEN2_CC_3_F	GCF_000866625.1_ViralProj15598_genomic	4969	4991
DEN2_CC_3_F	GCF_000871845.1_ViralProj20183_genomic	4977	4999
d2a10-CC_N	GCF_000862125.1_ViralProj15306_genomic	6477	6498
d2a10-CC_N	GCF_000865065.1_ViralProj15599_genomic	6478	6499
d2a10-CC_N	GCF_000866625.1_ViralProj15598_genomic	6471	6492
d2a10-CC_N	GCF_000871845.1_ViralProj20183_genomic	6476	6497
d2s13-CC_N	GCF_000862125.1_ViralProj15306_genomic	6194	6218
d2s13-CC_N	GCF_000865065.1_ViralProj15599_genomic	9503	9527
d2s13-CC_N	GCF_000866625.1_ViralProj15598_genomic	6188	6212
d2s13-CC_N	GCF_000871845.1_ViralProj20183_genomic	6193	6217
DEN2_CC_4_R	GCF_000865065.1_ViralProj15599_genomic	7082	7106
DEN2_CC_4_R	GCF_000871845.1_ViralProj20183_genomic	7350	7374
DEN2_CC_4_F	GCF_000862125.1_ViralProj15306_genomic	7203	7227
DEN2_CC_4_F	GCF_000865065.1_ViralProj15599_genomic	7192	7216
DEN2_CC_4_F	GCF_000866625.1_ViralProj15598_genomic	7194	7218
DEN2_CC_4_F	GCF_000871845.1_ViralProj20183_genomic	7199	7223
d2a6-CC_N	GCF_000862125.1_ViralProj15306_genomic	8465	8489
d2a6-CC_N	GCF_000865065.1_ViralProj15599_genomic	8457	8481
d2a6-CC_N	GCF_000866625.1_ViralProj15598_genomic	8456	8480
d2a6-CC_N	GCF_000871845.1_ViralProj20183_genomic	8464	8488
d2s16-CC_N	GCF_000865065.1_ViralProj15599_genomic	6054	6077
d2s16-CC_N	GCF_000866625.1_ViralProj15598_genomic	7664	7687
d2s16-CC_N	GCF_000871845.1_ViralProj20183_genomic	7669	7692
DEN2_CC_5_R	GCF_000862125.1_ViralProj15306_genomic	3314	3337
DEN2_CC_5_R	GCF_000865065.1_ViralProj15599_genomic	4936	4959
DEN2_CC_5_R	GCF_000866625.1_ViralProj15598_genomic	9308	9331
DEN2_CC_5_R	GCF_000871845.1_ViralProj20183_genomic	9316	9339
DEN2_CC_5_F	GCF_000862125.1_ViralProj15306_genomic	1525	1549
DEN2_CC_5_F	GCF_000865065.1_ViralProj15599_genomic	8862	8886
DEN2_CC_5_F	GCF_000866625.1_ViralProj15598_genomic	8861	8885
DEN2_CC_5_F	GCF_000871845.1_ViralProj20183_genomic	8869	8893
d2a5B-CC_N	GCF_000862125.1_ViralProj15306_genomic	10710	10735
d2a5B-CC_N	GCF_000865065.1_ViralProj15599_genomic	10624	10649
d2a5B-CC_N	GCF_000866625.1_ViralProj15598_genomic	10682	10707
d2a5B-CC_N	GCF_000871845.1_ViralProj20183_genomic	10698	10723
DEN3_CC_1_R	GCF_000862125.1_ViralProj15306_genomic	1528	1551
DEN3_CC_1_R	GCF_000865065.1_ViralProj15599_genomic	1532	1555
DEN3_CC_1_R	GCF_000866625.1_ViralProj15598_genomic	1522	1545
DEN3_CC_1_R	GCF_000871845.1_ViralProj20183_genomic	1530	1553
DEN3_CC_1_F	GCF_000862125.1_ViralProj15306_genomic	1132	1155
DEN3_CC_1_F	GCF_000865065.1_ViralProj15599_genomic	1136	1159
DEN3_CC_1_F	GCF_000866625.1_ViralProj15598_genomic	1132	1155
DEN3_CC_1_F	GCF_000871845.1_ViralProj20183_genomic	1134	1157
DEN3_CC_B_R	GCF_000862125.1_ViralProj15306_genomic	2306	2328
DEN3_CC_B_R	GCF_000865065.1_ViralProj15599_genomic	1263	1285
DEN3_CC_B_R	GCF_000866625.1_ViralProj15598_genomic	2300	2322
DEN3_CC_B_R	GCF_000871845.1_ViralProj20183_genomic	7519	7541
d3s5-CC_N	GCF_000862125.1_ViralProj15306_genomic	2040	2061
d3s5-CC_N	GCF_000865065.1_ViralProj15599_genomic	2044	2065
d3s5-CC_N	GCF_000866625.1_ViralProj15598_genomic	2034	2055
d3s5-CC_N	GCF_000871845.1_ViralProj20183_genomic	2042	2063
DEN3_CC_2_R	GCF_000862125.1_ViralProj15306_genomic	1770	1791
DEN3_CC_2_R	GCF_000865065.1_ViralProj15599_genomic	7490	7511
DEN3_CC_2_R	GCF_000866625.1_ViralProj15598_genomic	3600	3621
DEN3_CC_2_R	GCF_000871845.1_ViralProj20183_genomic	3608	3629
DEN3_CC_2_F	GCF_000862125.1_ViralProj15306_genomic	8047	8067
DEN3_CC_2_F	GCF_000865065.1_ViralProj15599_genomic	2884	2904
DEN3_CC_2_F	GCF_000866625.1_ViralProj15598_genomic	2874	2894
DEN3_CC_2_F	GCF_000871845.1_ViralProj20183_genomic	2882	2902
d3a14-CC_N	GCF_000866625.1_ViralProj15598_genomic	4334	4357
d3a14-CC_N	GCF_000871845.1_ViralProj20183_genomic	9706	9729
DEN3_CC_E_F	GCF_000862125.1_ViralProj15306_genomic	4186	4209
DEN3_CC_E_F	GCF_000865065.1_ViralProj15599_genomic	4190	4213
DEN3_CC_E_F	GCF_000866625.1_ViralProj15598_genomic	4180	4203
DEN3_CC_E_F	GCF_000871845.1_ViralProj20183_genomic	4188	4211
DEN3_CC_3_R	GCF_000862125.1_ViralProj15306_genomic	5207	5228
DEN3_CC_3_R	GCF_000865065.1_ViralProj15599_genomic	5208	5229
DEN3_CC_3_R	GCF_000866625.1_ViralProj15598_genomic	5201	5222
DEN3_CC_3_R	GCF_000871845.1_ViralProj20183_genomic	5206	5227
DEN3_CC_3_F	GCF_000862125.1_ViralProj15306_genomic	4977	4998
DEN3_CC_3_F	GCF_000865065.1_ViralProj15599_genomic	4981	5002
DEN3_CC_3_F	GCF_000866625.1_ViralProj15598_genomic	4971	4992
DEN3_CC_3_F	GCF_000871845.1_ViralProj20183_genomic	4979	5000
d3a10*_N	GCF_000862125.1_ViralProj15306_genomic	6345	6366
d3a10*_N	GCF_000865065.1_ViralProj15599_genomic	6346	6367
d3a10*_N	GCF_000866625.1_ViralProj15598_genomic	6339	6360
d3a10*_N	GCF_000871845.1_ViralProj20183_genomic	6344	6365
d3s13-CC_N	GCF_000862125.1_ViralProj15306_genomic	6038	6059
d3s13-CC_N	GCF_000865065.1_ViralProj15599_genomic	6039	6060
d3s13-CC_N	GCF_000866625.1_ViralProj15598_genomic	6032	6053
d3s13-CC_N	GCF_000871845.1_ViralProj20183_genomic	415	436
DEN3_CC_4_R	GCF_000862125.1_ViralProj15306_genomic	6319	6339
DEN3_CC_4_R	GCF_000865065.1_ViralProj15599_genomic	7316	7336
DEN3_CC_4_R	GCF_000866625.1_ViralProj15598_genomic	7318	7338
DEN3_CC_4_R	GCF_000871845.1_ViralProj20183_genomic	7323	7343
DEN3_CC_4_F	GCF_000862125.1_ViralProj15306_genomic	6913	6933
DEN3_CC_4_F	GCF_000865065.1_ViralProj15599_genomic	6902	6922
DEN3_CC_4_F	GCF_000866625.1_ViralProj15598_genomic	6904	6924
DEN3_CC_4_F	GCF_000871845.1_ViralProj20183_genomic	1704	1724
d3a6-CC2_N	GCF_000862125.1_ViralProj15306_genomic	3130	3150
d3a6-CC2_N	GCF_000865065.1_ViralProj15599_genomic	9515	9535
d3a6-CC2_N	GCF_000866625.1_ViralProj15598_genomic	8342	8362
d3a6-CC2_N	GCF_000871845.1_ViralProj20183_genomic	8958	8978
DEN3_CC_I_F	GCF_000862125.1_ViralProj15306_genomic	8194	8215
DEN3_CC_I_F	GCF_000865065.1_ViralProj15599_genomic	9070	9091
DEN3_CC_I_F	GCF_000866625.1_ViralProj15598_genomic	8185	8206
DEN3_CC_I_F	GCF_000871845.1_ViralProj20183_genomic	8193	8214
DEN3_CC_5_R	GCF_000862125.1_ViralProj15306_genomic	9377	9399
DEN3_CC_5_R	GCF_000865065.1_ViralProj15599_genomic	9369	9391
DEN3_CC_5_R	GCF_000866625.1_ViralProj15598_genomic	9368	9390
DEN3_CC_5_R	GCF_000871845.1_ViralProj20183_genomic	9376	9398
DEN3_CC_5_F	GCF_000862125.1_ViralProj15306_genomic	9200	9221
DEN3_CC_5_F	GCF_000865065.1_ViralProj15599_genomic	9192	9213
DEN3_CC_5_F	GCF_000866625.1_ViralProj15598_genomic	9191	9212
DEN3_CC_5_F	GCF_000871845.1_ViralProj20183_genomic	7548	7569
d4s1Csingle_bondCC_F	GCF_000862125.1_ViralProj15306_genomic	1	26
d4s1Csingle_bondCC_F	GCF_000865065.1_ViralProj15599_genomic	1	26
d4s1Csingle_bondCC_F	GCF_000866625.1_ViralProj15598_genomic	1	26
d4s1Csingle_bondCC_F	GCF_000871845.1_ViralProj20183_genomic	1	26
DEN4_CC_1_R	GCF_000862125.1_ViralProj15306_genomic	2664	2687
DEN4_CC_1_R	GCF_000865065.1_ViralProj15599_genomic	1420	1443
DEN4_CC_1_R	GCF_000866625.1_ViralProj15598_genomic	10281	10304
DEN4_CC_1_R	GCF_000871845.1_ViralProj20183_genomic	5831	5854
DEN4_CC_1_F	GCF_000862125.1_ViralProj15306_genomic	1373	1398
DEN4_CC_1_F	GCF_000865065.1_ViralProj15599_genomic	1377	1402
DEN4_CC_1_F	GCF_000866625.1_ViralProj15598_genomic	1373	1398
DEN4_CC_1_F	GCF_000871845.1_ViralProj20183_genomic	1375	1400
DEN4_CC_B_R	GCF_000862125.1_ViralProj15306_genomic	4338	4363
DEN4_CC_B_R	GCF_000865065.1_ViralProj15599_genomic	2123	2148
DEN4_CC_B_R	GCF_000866625.1_ViralProj15598_genomic	2113	2138
DEN4_CC_B_R	GCF_000871845.1_ViralProj20183_genomic	2121	2146
d4s5-CC_N	GCF_000865065.1_ViralProj15599_genomic	1930	1956
d4s5-CC_N	GCF_000871845.1_ViralProj20183_genomic	1928	1954
DEN4_CC_2_R	GCF_000862125.1_ViralProj15306_genomic	6878	6902
DEN4_CC_2_R	GCF_000865065.1_ViralProj15599_genomic	3632	3656
DEN4_CC_2_R	GCF_000871845.1_ViralProj20183_genomic	2569	2593
DEN4_CC_2_F	GCF_000862125.1_ViralProj15306_genomic	3394	3418
DEN4_CC_2_F	GCF_000865065.1_ViralProj15599_genomic	3398	3422
DEN4_CC_2_F	GCF_000866625.1_ViralProj15598_genomic	3388	3412
DEN4_CC_2_F	GCF_000871845.1_ViralProj20183_genomic	3396	3420
DEN4_CC_D_R	GCF_000862125.1_ViralProj15306_genomic	4955	4980
DEN4_CC_D_R	GCF_000865065.1_ViralProj15599_genomic	4959	4984
DEN4_CC_D_R	GCF_000866625.1_ViralProj15598_genomic	4949	4974
DEN4_CC_D_R	GCF_000871845.1_ViralProj20183_genomic	4957	4982
DEN4_CC_E_F	GCF_000862125.1_ViralProj15306_genomic	1975	1998
DEN4_CC_E_F	GCF_000865065.1_ViralProj15599_genomic	4706	4729
DEN4_CC_E_F	GCF_000866625.1_ViralProj15598_genomic	7952	7975
DEN4_CC_E_F	GCF_000871845.1_ViralProj20183_genomic	1702	1725
DEN4_CC_3_R	GCF_000865065.1_ViralProj15599_genomic	6174	6199
DEN4_CC_3_F	GCF_000862125.1_ViralProj15306_genomic	5807	5832
DEN4_CC_3_F	GCF_000865065.1_ViralProj15599_genomic	5808	5833
DEN4_CC_3_F	GCF_000866625.1_ViralProj15598_genomic	5801	5826
DEN4_CC_3_F	GCF_000871845.1_ViralProj20183_genomic	5806	5831
d4a8-CC_N	GCF_000862125.1_ViralProj15306_genomic	7319	7345
d4a8-CC_N	GCF_000865065.1_ViralProj15599_genomic	7308	7334
d4a8-CC_N	GCF_000866625.1_ViralProj15598_genomic	7310	7336
d4a8-CC_N	GCF_000871845.1_ViralProj20183_genomic	7315	7341
d4s16-CC_N	GCF_000862125.1_ViralProj15306_genomic	7231	7256
d4s16-CC_N	GCF_000865065.1_ViralProj15599_genomic	7220	7245
d4s16-CC_N	GCF_000866625.1_ViralProj15598_genomic	7222	7247
d4s16-CC_N	GCF_000871845.1_ViralProj20183_genomic	7227	7252
DEN4_CC_4_R	GCF_000862125.1_ViralProj15306_genomic	8580	8604
DEN4_CC_4_R	GCF_000865065.1_ViralProj15599_genomic	8572	8596
DEN4_CC_4_R	GCF_000866625.1_ViralProj15598_genomic	8571	8595
DEN4_CC_4_R	GCF_000871845.1_ViralProj20183_genomic	8579	8603
DEN4_CC_4_F	GCF_000862125.1_ViralProj15306_genomic	8297	8322
DEN4_CC_4_F	GCF_000865065.1_ViralProj15599_genomic	8289	8314
DEN4_CC_4_F	GCF_000866625.1_ViralProj15598_genomic	8288	8313
DEN4_CC_4_F	GCF_000871845.1_ViralProj20183_genomic	8296	8321
d4a3-CC_N	GCF_000862125.1_ViralProj15306_genomic	9688	9713
d4a3-CC_N	GCF_000865065.1_ViralProj15599_genomic	9683	9708
d4a3-CC_N	GCF_000866625.1_ViralProj15598_genomic	9682	9707
d4a3-CC_N	GCF_000871845.1_ViralProj20183_genomic	9687	9712
d4s21-CC_N	GCF_000862125.1_ViralProj15306_genomic	9634	9658
d4s21-CC_N	GCF_000865065.1_ViralProj15599_genomic	9629	9653
d4s21-CC_N	GCF_000866625.1_ViralProj15598_genomic	9628	9652
d4s21-CC_N	GCF_000871845.1_ViralProj20183_genomic	9633	9657
d4a5B-CC_N	GCF_000862125.1_ViralProj15306_genomic	10709	10735
d4a5B-CC_N	GCF_000865065.1_ViralProj15599_genomic	10623	10649
d4a5B-CC_N	GCF_000866625.1_ViralProj15598_genomic	10681	10707
d4a5B-CC_N	GCF_000871845.1_ViralProj20183_genomic	10697	10723
D1_R	GCF_000862125.1_ViralProj15306_genomic	317	342
D1_R	GCF_000865065.1_ViralProj15599_genomic	2382	2407
D3_R	GCF_000862125.1_ViralProj15306_genomic	514	538
D3_R	GCF_000865065.1_ViralProj15599_genomic	518	542
D3_R	GCF_000866625.1_ViralProj15598_genomic	514	538
D3_R	GCF_000871845.1_ViralProj20183_genomic	3138	3162
D4_R	GCF_000865065.1_ViralProj15599_genomic	726	754
D4_R	GCF_000866625.1_ViralProj15598_genomic	722	750
D4_R	GCF_000871845.1_ViralProj20183_genomic	724	752
D1S_F	GCF_000862125.1_ViralProj15306_genomic	2256	2275
D1S_F	GCF_000865065.1_ViralProj15599_genomic	7381	7400
D1S_F	GCF_000866625.1_ViralProj15598_genomic	4454	4473
D1S_F	GCF_000871845.1_ViralProj20183_genomic	4830	4849
D1C_R	GCF_000862125.1_ViralProj15306_genomic	2726	2745
D1C_R	GCF_000865065.1_ViralProj15599_genomic	10153	10172
D1C_R	GCF_000866625.1_ViralProj15598_genomic	2417	2436
D1C_R	GCF_000871845.1_ViralProj20183_genomic	5702	5721
D3S_F	GCF_000862125.1_ViralProj15306_genomic	2420	2439
D3S_F	GCF_000865065.1_ViralProj15599_genomic	2263	2282
D3S_F	GCF_000866625.1_ViralProj15598_genomic	2253	2272
D3S_F	GCF_000871845.1_ViralProj20183_genomic	9596	9615
D3C_R	GCF_000862125.1_ViralProj15306_genomic	8608	8628
D3C_R	GCF_000865065.1_ViralProj15599_genomic	4701	4721
D3C_R	GCF_000866625.1_ViralProj15598_genomic	2553	2573
D3C_R	GCF_000871845.1_ViralProj20183_genomic	4778	4798
D4S_F	GCF_000862125.1_ViralProj15306_genomic	8266	8285
D4S_F	GCF_000865065.1_ViralProj15599_genomic	3976	3995
D4S_F	GCF_000866625.1_ViralProj15598_genomic	3492	3511
D4S_F	GCF_000871845.1_ViralProj20183_genomic	1041	1060
D4C_R	GCF_000862125.1_ViralProj15306_genomic	10321	10341
D4C_R	GCF_000865065.1_ViralProj15599_genomic	4355	4375
D4C_R	GCF_000866625.1_ViralProj15598_genomic	10221	10241
D4C_R	GCF_000871845.1_ViralProj20183_genomic	10300	10320
RSS9_F	GCF_000862125.1_ViralProj15306_genomic	6466	6484
RSS9_F	GCF_000865065.1_ViralProj15599_genomic	9212	9230
RSS9_F	GCF_000866625.1_ViralProj15598_genomic	5251	5269
RSS9_F	GCF_000871845.1_ViralProj20183_genomic	5748	5766
RSS10_R	GCF_000862125.1_ViralProj15306_genomic	2117	2135
RSS10_R	GCF_000865065.1_ViralProj15599_genomic	9647	9665
RSS10_R	GCF_000866625.1_ViralProj15598_genomic	10175	10193
RSS10_R	GCF_000871845.1_ViralProj20183_genomic	6598	6616
RSS11_F	GCF_000862125.1_ViralProj15306_genomic	4268	4286
RSS11_F	GCF_000865065.1_ViralProj15599_genomic	3281	3299
RSS11_F	GCF_000866625.1_ViralProj15598_genomic	1011	1029
RSS11_F	GCF_000871845.1_ViralProj20183_genomic	1013	1031
RSS12_R	GCF_000862125.1_ViralProj15306_genomic	1006	1025
RSS12_R	GCF_000865065.1_ViralProj15599_genomic	2459	2478
RSS12_R	GCF_000866625.1_ViralProj15598_genomic	2852	2871
RSS12_R	GCF_000871845.1_ViralProj20183_genomic	1008	1027
RSS21_F	GCF_000862125.1_ViralProj15306_genomic	7226	7249
RSS21_F	GCF_000865065.1_ViralProj15599_genomic	1195	1218
RSS21_F	GCF_000866625.1_ViralProj15598_genomic	3799	3822
RSS21_F	GCF_000871845.1_ViralProj20183_genomic	3611	3634
RSS22_F	GCF_000862125.1_ViralProj15306_genomic	7160	7180
RSS22_F	GCF_000865065.1_ViralProj15599_genomic	1292	1312
RSS22_F	GCF_000866625.1_ViralProj15598_genomic	1448	1468
RSS22_F	GCF_000871845.1_ViralProj20183_genomic	2286	2306
RSS23_R	GCF_000862125.1_ViralProj15306_genomic	2791	2809
RSS23_R	GCF_000865065.1_ViralProj15599_genomic	1604	1622
RSS23_R	GCF_000866625.1_ViralProj15598_genomic	2821	2839
RSS23_R	GCF_000871845.1_ViralProj20183_genomic	1602	1620
RSS24_R	GCF_000862125.1_ViralProj15306_genomic	6112	6135
RSS24_R	GCF_000865065.1_ViralProj15599_genomic	5050	5073
RSS24_R	GCF_000866625.1_ViralProj15598_genomic	868	891
RSS24_R	GCF_000871845.1_ViralProj20183_genomic	8743	8766
DEN-1-forward_F	GCF_000862125.1_ViralProj15306_genomic	8603	8624
DEN-1-forward_F	GCF_000865065.1_ViralProj15599_genomic	9500	9521
DEN-1-forward_F	GCF_000866625.1_ViralProj15598_genomic	2725	2746
DEN-1-forward_F	GCF_000871845.1_ViralProj20183_genomic	10003	10024
DEN-1-reverse_R	GCF_000862125.1_ViralProj15306_genomic	8690	8709
DEN-1-reverse_R	GCF_000865065.1_ViralProj15599_genomic	767	786
DEN-1-reverse_R	GCF_000866625.1_ViralProj15598_genomic	8681	8700
DEN-1-reverse_R	GCF_000871845.1_ViralProj20183_genomic	6286	6305
DEN-3-forward_F	GCF_000862125.1_ViralProj15306_genomic	118	137
DEN-3-forward_F	GCF_000865065.1_ViralProj15599_genomic	6077	6096
DEN-3-forward_F	GCF_000866625.1_ViralProj15598_genomic	118	137
DEN-3-forward_F	GCF_000871845.1_ViralProj20183_genomic	120	139
DEN-3-reverse_R	GCF_000862125.1_ViralProj15306_genomic	4140	4158
DEN-3-reverse_R	GCF_000865065.1_ViralProj15599_genomic	9057	9075
DEN-3-reverse_R	GCF_000866625.1_ViralProj15598_genomic	222	240
DEN-3-reverse_R	GCF_000871845.1_ViralProj20183_genomic	3770	3788
DEN-4-forward_F	GCF_000862125.1_ViralProj15306_genomic	183	203
DEN-4-forward_F	GCF_000865065.1_ViralProj15599_genomic	187	207
DEN-4-forward_F	GCF_000866625.1_ViralProj15598_genomic	183	203
DEN-4-forward_F	GCF_000871845.1_ViralProj20183_genomic	185	205
DEN-4-reverse_R	GCF_000862125.1_ViralProj15306_genomic	271	288
DEN-4-reverse_R	GCF_000865065.1_ViralProj15599_genomic	275	292
DEN-4-reverse_R	GCF_000866625.1_ViralProj15598_genomic	271	288
DEN-4-reverse_R	GCF_000871845.1_ViralProj20183_genomic	273	290
Den_R2_R	GCF_000862125.1_ViralProj15306_genomic	10653	10671
Den_R2_R	GCF_000865065.1_ViralProj15599_genomic	10567	10585
Den_R2_R	GCF_000866625.1_ViralProj15598_genomic	10625	10643
Den_R2_R	GCF_000871845.1_ViralProj20183_genomic	10641	10659
D1F751_F	GCF_000862125.1_ViralProj15306_genomic	765	783
D1F751_F	GCF_000865065.1_ViralProj15599_genomic	769	787
D1F751_F	GCF_000866625.1_ViralProj15598_genomic	765	783
D1F751_F	GCF_000871845.1_ViralProj20183_genomic	767	785
D1F1035_F	GCF_000862125.1_ViralProj15306_genomic	1049	1067
D1F1035_F	GCF_000865065.1_ViralProj15599_genomic	1053	1071
D1F1035_F	GCF_000866625.1_ViralProj15598_genomic	3815	3833
D1F1035_F	GCF_000871845.1_ViralProj20183_genomic	1051	1069
D1F1545_F	GCF_000862125.1_ViralProj15306_genomic	1559	1577
D1F1545_F	GCF_000865065.1_ViralProj15599_genomic	1563	1581
D1F1545_F	GCF_000866625.1_ViralProj15598_genomic	1553	1571
D1F1545_F	GCF_000871845.1_ViralProj20183_genomic	1561	1579
D1R1653_R	GCF_000871845.1_ViralProj20183_genomic	4838	4861
