accession_id	sequence_length
MH680515.1	1485
MH680514.1	1485
MH680513.1	1485
MH680512.1	1485
MH680511.1	1485
MH680510.1	1485
MH680509.1	1485
MH680508.1	1485
MH680507.1	1485
MH680506.1	1485
MH680505.1	1481
MH680504.1	1485
MH680503.1	1485
MH680502.1	1485
MH680501.1	1485
MH680500.1	1485
MH680499.1	1485
MH680498.1	1485
MH680497.1	1485
MH680496.1	1485
MH680495.1	1485
MH680494.1	1485
MH680493.1	1485
MH680492.1	1485
MH680491.1	1485
MH680490.1	1485
MH680489.1	1428
MH680488.1	1485
MH680487.1	1485
MH680486.1	1485
MH680485.1	1485
MH680484.1	1485
MH680483.1	1485
MH680482.1	1485
MH680481.1	1485
MH680480.1	1485
MH680479.1	1476
MH680478.1	1485
MH680477.1	1485
MH680476.1	1485
MH680475.1	1485
MH680474.1	1485
MH680473.1	1485
MH680472.1	1485
MH680471.1	1485
MH680470.1	1485
MH680469.1	1485
MH680468.1	1485
MH680467.1	1485
MH680466.1	1485
MH680465.1	1485
MH680464.1	1485
MH680463.1	1485
MH680462.1	1485
MH680461.1	1485
MH680460.1	1485
MH680459.1	1485
MH680458.1	1485
MH680457.1	1476
MH680456.1	1485
MH680455.1	1485
MH680454.1	1485
MH680453.1	1485
MH680452.1	1485
MH680451.1	1485
MH680450.1	1485
MH680449.1	1485
MH680448.1	1485
MH680447.1	1485
MH680446.1	1485
MH680445.1	1485
MH680444.1	1485
MH680443.1	1485
MH680442.1	1485
MH680441.1	1485
MH680440.1	1485
MH680439.1	1485
MH680438.1	1485
MH680437.1	1485
MH680436.1	1485
MH680435.1	1485
MH680434.1	1485
MH680433.1	1485
MH680432.1	1485
MH680431.1	1485
MH680430.1	1485
MH680429.1	1485
MH680428.1	1485
MH680427.1	1485
MH680426.1	1485
MH680425.1	1485
MH680424.1	1485
MH680423.1	1485
MH680422.1	1485
MH680421.1	1485
MH680420.1	1485
MH680419.1	1485
MH680418.1	1485
MH680417.1	1485
MH680416.1	1485
MH680415.1	1485
MH680414.1	1485
MH680413.1	1485
MH680412.1	1485
MH680411.1	1485
MH680410.1	1485
MH680409.1	1485
MH680408.1	1485
MH680407.1	1485
MH680406.1	1485
MH680405.1	1485
MH680404.1	1485
MH680403.1	1485
MH680402.1	1470
MH680401.1	1434
MH680400.1	1485
MH680399.1	1485
MH680398.1	1485
MH680397.1	1485
MH680396.1	1485
MH680395.1	1485
MH680394.1	1485
MH680393.1	1431
MH680392.1	1440
MH680391.1	1485
MH680390.1	1485
MH680389.1	1485
MH680388.1	1485
MH680387.1	1485
MH680386.1	1485
MH680385.1	1485
MH680384.1	1485
MH680383.1	1485
MH680382.1	1485
MH680381.1	1485
MH680380.1	1485
MH680379.1	1485
MH680378.1	1485
MH680377.1	1485
MH680376.1	1485
MH680375.1	1485
MH680374.1	1485
MH680373.1	1485
MH680372.1	1485
MH680371.1	1485
MH680370.1	1485
MH680369.1	1485
MH680368.1	1485
MH680367.1	1485
MH680366.1	1485
MH680365.1	1485
MH680364.1	1485
MH680363.1	1485
MH680362.1	1485
MH680361.1	1485
MH680360.1	1485
MH680359.1	1485
MH680358.1	1485
MH680357.1	1485
MH680356.1	1485
MH680355.1	1485
MH680354.1	1485
MH680353.1	1485
MH680352.1	1485
MH680351.1	1485
MH680350.1	1485
MH680349.1	1485
MH680348.1	1485
MH680347.1	1485
MH680346.1	1485
MH680345.1	1485
MH680344.1	1485
MH680343.1	1485
MH680342.1	1485
MH680341.1	1485
MH680340.1	1485
MH680339.1	1485
MH680338.1	1485
MH680337.1	1485
MH680336.1	1485
MH680335.1	1485
MH680334.1	1464
MH680333.1	1485
MH680332.1	1485
MH680331.1	1485
MH680330.1	1485
MH680329.1	1485
MH680328.1	1485
MH680327.1	1485
MH680326.1	1485
MH680325.1	1485
MH680324.1	1485
MH680323.1	1485
MH680322.1	1485
MH680321.1	1485
MH680320.1	1485
MH680319.1	1485
MH680318.1	1485
MH680317.1	1485
MH680316.1	1485
MH680315.1	1485
MH680314.1	1485
MH680313.1	1485
MH680312.1	1485
MH680311.1	1485
MH680310.1	1485
MH680309.1	1485
MH680308.1	1485
MH680307.1	1485
MH680306.1	1485
MH680305.1	1485
MH680304.1	1485
MH680303.1	1485
MH680302.1	1485
MH680301.1	1485
MH680300.1	1485
MH680299.1	1485
MH680298.1	1485
MH680297.1	1485
MH680296.1	1485
MH680295.1	1485
MH680294.1	1485
MH680293.1	1485
MH680292.1	1485
MH680291.1	1485
MH680290.1	1485
MH680289.1	1485
MH680288.1	1485
MH680287.1	1485
MH680286.1	1485
MH680285.1	1485
MH680284.1	1485
MH680283.1	1485
MH680282.1	1485
MH680281.1	1485
MH680280.1	1485
MH680279.1	1485
MH680278.1	1485
MH680277.1	1485
MH680276.1	1485
MH680275.1	1485
MH680274.1	1485
MH680273.1	1485
MH680272.1	1485
MH680271.1	1485
MH680270.1	1485
MH680269.1	1485
MH680268.1	1485
MH680267.1	1485
MH680266.1	1485
MH680265.1	1485
MH680264.1	1485
MH680263.1	1485
MH680262.1	1485
MH680261.1	1485
MH680260.1	1485
MH680259.1	1485
MH680258.1	1485
MH680257.1	1485
MH680256.1	1485
MH680255.1	1485
MH680254.1	1485
MH680253.1	1485
MH680252.1	1485
MH680251.1	1485
MH680250.1	1485
MH680249.1	1485
MH680248.1	1485
MH680247.1	1485
MH680246.1	1485
MH680245.1	1485
MH680244.1	1485
MH680243.1	1485
MH680242.1	1485
MH680241.1	1485
MH680240.1	1485
MH680239.1	1485
MH680238.1	1485
MH680237.1	1485
MH680236.1	1485
MH680235.1	1485
MH680234.1	1485
MH680233.1	1485
MH680232.1	1485
MH680231.1	1485
MH680230.1	1485
MH680229.1	1485
MH680228.1	1485
MH680227.1	1485
MH680226.1	1485
MH680225.1	1485
MH680224.1	1485
MH680223.1	1485
MH680222.1	1485
MH680221.1	1485
MH680220.1	1485
MH680219.1	1485
MH680218.1	1443
MH680217.1	1485
MH680216.1	1485
MH680215.1	1485
MH680214.1	1485
MH680213.1	1485
MH680212.1	1485
MH680211.1	1485
MH680210.1	1485
MH680209.1	1485
MH680208.1	1485
MH680207.1	1485
MH680206.1	1473
MH680205.1	1485
MH680204.1	1485
MH680203.1	1485
MH680202.1	1485
MH680201.1	1485
MH680200.1	1485
MH680199.1	1485
MH680198.1	1485
MH680197.1	1485
MH680196.1	1485
MH680195.1	1485
MH680194.1	1485
MH680193.1	1485
MH680192.1	1485
MH680191.1	1485
MH680190.1	1485
MH680189.1	1485
MH680188.1	1485
MH680187.1	1485
MH680186.1	1485
MH680185.1	1485
MH680184.1	1485
MH680183.1	1485
MH680182.1	1485
MH680181.1	1485
MH680180.1	1485
MH680179.1	1485
MH680178.1	1476
MH680177.1	1449
MH680176.1	1485
MH680175.1	1479
MH680174.1	1485
MH680173.1	1485
MH680172.1	1485
MH680171.1	1485
MH680170.1	1485
MH680169.1	1485
MH680168.1	1485
MH680167.1	1476
MH680166.1	1485
MH680165.1	1476
MH680164.1	1485
MH680163.1	1485
MH680162.1	1485
MH680161.1	1476
MH680160.1	1470
MH680159.1	1485
MH680158.1	1446
MH680157.1	1473
MH680156.1	1485
MH680155.1	1485
MH680154.1	1485
MH680153.1	1485
MH680152.1	1485
MH680151.1	1485
MH680150.1	1485
MH680149.1	1485
MH680148.1	1485
MH680147.1	1485
MH680146.1	1485
MH680145.1	1485
MH680144.1	1485
MH680143.1	1485
MH680142.1	1485
MH680141.1	1485
MH680140.1	1485
MH680139.1	1431
MH680138.1	1485
MH680137.1	1485
MH680136.1	1485
MH680135.1	1485
MH680134.1	1485
MH680133.1	1446
MH680132.1	1476
MH680131.1	1485
MH680130.1	1485
MH680129.1	1485
MH680128.1	1485
MH680127.1	1485
MH680126.1	1485
MH680125.1	1485
MH680124.1	1485
MH680123.1	1485
MH680122.1	1476
MH680121.1	1476
MH680120.1	1476
MH680119.1	1485
MH680118.1	1485
MH680117.1	1485
MH680116.1	1485
MH680115.1	1485
MH680114.1	1476
MH680113.1	1485
MH680112.1	1485
MH680111.1	1485
MH680110.1	1485
MH680109.1	1485
MH680108.1	1485
MH680107.1	1485
MH680106.1	1485
MH680105.1	1485
MH680104.1	1485
MH680103.1	1485
MH680102.1	1476
MH680101.1	1485
MH680100.1	1485
MH680099.1	1485
MH680098.1	1485
MH680097.1	1485
MH680096.1	1485
MH680095.1	1485
MH680094.1	1485
MH680093.1	1485
MH680092.1	1485
MH680091.1	1485
MH680090.1	1485
MH680089.1	1485
MH680088.1	1464
MH680087.1	1485
MH680086.1	1485
MH680085.1	1485
MH680084.1	1485
MH680083.1	1485
MH680082.1	1485
MH680081.1	1485
MH680080.1	1485
MH680079.1	1485
MH680078.1	1473
MH680077.1	1485
MH680076.1	1485
MH680075.1	1476
MH680074.1	1485
MH680073.1	1485
MH680072.1	1485
MH680071.1	1485
MH680070.1	1485
MH680069.1	1485
MH680068.1	1443
MH680067.1	1476
MH680066.1	1485
MH680065.1	1476
MH680064.1	1485
MH680063.1	1485
MH680062.1	1485
MH680061.1	1485
MH680060.1	1476
MH680059.1	1485
MH680058.1	1485
MH680057.1	1485
MH680056.1	1485
MH680055.1	1476
MH680054.1	1485
MH680053.1	1485
MH680052.1	1476
MH680051.1	1485
MH680050.1	1485
MH680049.1	1485
MH680048.1	1473
MH680047.1	1473
MH680046.1	1485
MH680045.1	1476
MH680044.1	1485
MH680043.1	1485
MH680042.1	1485
MH680041.1	1485
MH680040.1	1485
MH680039.1	1485
MH680038.1	1476
MH680037.1	1485
MH680036.1	1485
MH680035.1	1485
MH680034.1	1485
MH680033.1	1485
MH680032.1	1485
MH680031.1	1485
MH680030.1	1485
MH680029.1	1485
MH680028.1	1485
MH680027.1	1485
MH680026.1	1485
MH680025.1	1485
MH680024.1	1485
MH680023.1	1485
MH680022.1	1485
MH680021.1	1485
MH680020.1	1485
MH680019.1	1485
MH680018.1	1485
MH680017.1	1485
MH680016.1	1485
MH680015.1	1485
MH680014.1	1485
MH680013.1	1485
MH680012.1	1485
MH680011.1	1485
MH680010.1	1485
MH680009.1	1485
MH680008.1	1485
MH680007.1	1485
MH680006.1	1485
MH680005.1	1485
MH680004.1	1485
MH680003.1	1485
MH680002.1	1485
MH680001.1	1485
MH680000.1	1485
MH679999.1	1485
MH679998.1	1485
MH679997.1	1485
MH679996.1	1485
MH679995.1	1485
MH679994.1	1485
MH679993.1	1485
MH679992.1	1485
MH679991.1	1485
MH679990.1	1485
MH679989.1	1482
MH679988.1	1485
MH679987.1	1485
MH679986.1	1485
MH679985.1	1485
MH679984.1	1485
MH679983.1	1485
MH679982.1	1485
MH679981.1	1485
MH679980.1	1485
MH679979.1	1485
MH679978.1	1485
MH679977.1	1485
MH679976.1	1485
MH679975.1	1485
MH679974.1	1485
MH679973.1	1485
MH679972.1	1485
MH679971.1	1485
MH679970.1	1485
MH679969.1	1485
MH679968.1	1485
MH679967.1	1485
MH679966.1	1485
MH679965.1	1473
MH679964.1	1485
MH679963.1	1485
MH679962.1	1485
MH679961.1	1485
MH679960.1	1485
MH679959.1	1485
MH679958.1	1476
MH679957.1	1485
MH679956.1	1485
MH679955.1	1485
MH679954.1	1485
MH679953.1	1485
MH679952.1	1485
MH679951.1	1485
MH679950.1	1485
MH679949.1	1485
MH679948.1	1485
MH679947.1	1485
MH679946.1	1485
MH679945.1	1485
MH679944.1	1455
MH679943.1	1485
MH679942.1	1485
MH679941.1	1485
MH679940.1	1485
MH679939.1	1476
MH679938.1	1485
MH679937.1	1485
MH679936.1	1485
MH679935.1	1485
MH679934.1	1485
MH679933.1	1485
MH679932.1	1485
MH679931.1	1485
MH679930.1	1485
MH679929.1	1485
MH679928.1	1485
MH679927.1	1485
MH679926.1	1485
MH679925.1	1449
MH679924.1	1485
MH679923.1	1485
MH679922.1	1485
MH679921.1	1485
MH428213.1	1377
MH428212.1	1377
MH428211.1	1479
MH428210.1	1485
MH428209.1	1485
MH428208.1	1485
MH428207.1	1485
MH428206.1	1485
MH428205.1	1485
MH428204.1	1485
MH428203.1	1485
MH428202.1	1485
MH428201.1	1485
MH428200.1	1485
MH428199.1	1485
MH428198.1	1485
MH428197.1	1485
MH428196.1	1485
MH428195.1	1485
MH428194.1	1485
MH428193.1	1485
MH428192.1	1485
MH428191.1	1485
MH428190.1	1485
MH428189.1	1485
MH428188.1	1485
MH428187.1	1485
MH428186.1	1485
MH428185.1	1485
MH428184.1	1485
MH428183.1	1485
MH428182.1	1485
MH428181.1	1485
MH428180.1	1485
MH428179.1	1485
MH428178.1	1485
MH428177.1	1485
MH428176.1	1485
MH428175.1	1485
MH428174.1	1485
MH428173.1	1485
MH428172.1	1485
MH428171.1	1485
MH428170.1	1485
MH428169.1	1485
MH428168.1	1485
MH428167.1	1485
MH428166.1	1485
MH428165.1	1485
MH428164.1	1485
MH428163.1	1485
MH428162.1	1485
MH428161.1	1485
MH428160.1	1485
MH428159.1	1485
MH428158.1	1485
MH428157.1	1485
MH428156.1	1485
MH428155.1	1485
MH428154.1	1485
MH428153.1	1485
MH428152.1	1485
MH428151.1	1485
MH428150.1	1485
MH428149.1	1485
MH428148.1	1485
MH428147.1	1458
MH428146.1	1485
MH428145.1	1485
MH428144.1	1485
MH428143.1	1485
MH428142.1	1485
MH428141.1	1455
MH428140.1	1485
MH428139.1	1485
MH428138.1	1485
MH428137.1	1485
MH428136.1	1485
MH428135.1	1485
MH428134.1	1473
MH428133.1	1485
MH428132.1	1485
MH428131.1	1485
MH428130.1	1395
MH428129.1	1476
MH428128.1	1470
MH428127.1	1476
MH428126.1	1485
MH428125.1	1467
MH428124.1	1485
MH428123.1	1485
MH428122.1	1485
MH428121.1	1446
MH428120.1	1485
MH428119.1	1485
MH428118.1	1485
MH428117.1	1485
MH428116.1	1485
MH428115.1	1485
MH428114.1	1485
MH428113.1	1485
MH428112.1	1446
MH428111.1	1485
MH428110.1	1485
MH428109.1	1425
MH428108.1	1440
MH428107.1	1476
MH428106.1	1485
MH428105.1	1485
MH428104.1	1485
MH428103.1	1485
MG457070.1	1485
MG457069.1	1485
MG457068.1	1485
MG457067.1	1485
MG457066.1	1485
MG457065.1	1485
MG457064.1	1485
MG457063.1	1485
MG457062.1	1485
MG457061.1	1485
MG457060.1	1485
MG457059.1	1485
MG457058.1	1485
MG457057.1	1485
MG457056.1	1485
MG457055.1	1485
MG457054.1	1485
MG457053.1	1485
MG457052.1	1485
MG457051.1	1485
MG457050.1	1485
MG457049.1	1485
MG457048.1	1485
MG457047.1	1485
MG457046.1	1485
MG457045.1	1485
MG457044.1	1485
MG457043.1	1485
MG457042.1	1485
MG457041.1	1485
MG457040.1	1485
MG457039.1	1485
MG457038.1	1485
MG895396.1	1485
MG895395.1	1485
MG895394.1	1485
MG895393.1	1485
MG895392.1	1485
MG895391.1	1485
MG895390.1	1485
MG895389.1	1485
MG895388.1	1485
MG895387.1	1485
MG895386.1	1485
MG895385.1	1485
MG895384.1	1485
MG895383.1	1485
MG895382.1	1485
MG895381.1	1485
MG895380.1	1485
MG895379.1	1485
MG895378.1	1485
MG895377.1	1485
MG895376.1	1485
MG895375.1	1485
MG895374.1	1485
MG895373.1	1485
MG895372.1	1485
MG895371.1	1485
MG895370.1	1485
MG895369.1	1485
MG895368.1	1485
MG895367.1	1485
MG895366.1	1485
MG895365.1	1485
MG895364.1	1485
MG895363.1	1485
MG895362.1	1485
MG895361.1	1485
MG895360.1	1485
MG895359.1	1485
MG895358.1	1485
MG895357.1	1485
MG895356.1	1485
MG895355.1	1485
MG895354.1	1485
MG895353.1	1485
MG895352.1	1485
MG895351.1	1485
MG895350.1	1485
MG895349.1	1485
MG895348.1	1485
MG895347.1	1485
MG895346.1	1485
MG895345.1	1485
MG895344.1	1485
MG895343.1	1485
MG895342.1	1485
MG895341.1	1485
MG895340.1	1485
MG895339.1	1485
MG895338.1	1485
MG895337.1	1485
MG895336.1	1485
MG895335.1	1485
MG895334.1	1485
MG895333.1	1485
MG895332.1	1485
MG895331.1	1485
MG895330.1	1485
MG895329.1	1485
MG895328.1	1485
MG895327.1	1485
MG895326.1	1485
MG895325.1	1485
MG895324.1	1485
MG895323.1	1485
MG895322.1	1485
MG895321.1	1485
MG895320.1	1485
MG895319.1	1485
MG895318.1	1485
MG895317.1	1485
MG895316.1	1485
MG895315.1	1485
MG895314.1	1485
MG895313.1	1485
MG895312.1	1485
MG895311.1	1485
MG895310.1	1485
MG895309.1	1485
MG895308.1	1485
MG895307.1	1485
MG895306.1	1485
MG895305.1	1485
MG895304.1	1485
MG895303.1	1485
MG895302.1	1485
MG895301.1	1485
MG895300.1	1485
MG895299.1	1485
MG895298.1	1485
MG895297.1	1479
MG895296.1	1479
MG895295.1	1479
MG895294.1	1479
MG895293.1	1479
MG895292.1	1479
MG895291.1	1479
MG895290.1	1479
MG895289.1	1479
MG895288.1	1479
MG895287.1	1479
MG895286.1	1479
MG895285.1	1479
MG895284.1	1479
MG895283.1	1479
MG895282.1	1479
MG895281.1	1479
MG895280.1	1479
MG895279.1	1479
MG895278.1	1479
MG895277.1	1479
MG895276.1	1479
MG895275.1	1479
MG895274.1	1479
MG895273.1	1479
MG895272.1	1479
MG895271.1	1479
MG895270.1	1479
MG895269.1	1479
MG895268.1	1479
MG895267.1	1479
MG895266.1	1479
MG895265.1	1479
MG895264.1	1479
MG895263.1	1479
MG895262.1	1479
MG895261.1	1479
MG895260.1	1479
MG895259.1	1479
MG895258.1	1479
MG895257.1	1479
MG895256.1	1479
MG895255.1	1479
MG895254.1	1479
MG895253.1	1479
MG895252.1	1479
MG895251.1	1479
MG895250.1	1479
MG895249.1	1479
MG895248.1	1479
MG895247.1	1479
MG895246.1	1479
MG895245.1	1479
MG895244.1	1479
MG895243.1	1479
MG895242.1	1479
MG895241.1	1479
MG895240.1	1479
MG895239.1	1479
MG895238.1	1479
MG895237.1	1479
MG895236.1	1479
MG895235.1	1479
MG895234.1	1479
MG895233.1	1479
MG895232.1	1479
MG895231.1	1479
MG895230.1	1479
MG895229.1	1479
MG895228.1	1479
MG895227.1	1479
MG895226.1	1479
MG895225.1	1479
MG895224.1	1479
MG895223.1	1479
MG895222.1	1479
MG895221.1	1479
MG895220.1	1479
MG895219.1	1479
MG895218.1	1479
MG895217.1	1479
MG895216.1	1479
MG895215.1	1479
MG895214.1	1479
MG895213.1	1479
MG895212.1	1479
MG895211.1	1479
MG895210.1	1479
MG895209.1	1479
MG895208.1	1479
MG895207.1	1479
MG895206.1	1479
MG895205.1	1479
MG895204.1	1479
MG895203.1	1479
MG895202.1	1479
MG895201.1	1479
MG895200.1	1479
MG895199.1	1479
MG895198.1	1479
MG895197.1	1479
MG895196.1	1479
MG895195.1	1479
MG895194.1	1479
MG895193.1	1479
MG895192.1	1479
MG895191.1	1479
MG895190.1	1479
MG895189.1	1479
MG895188.1	1479
MG895187.1	1479
MG895186.1	1479
MG895185.1	1479
MG895184.1	1479
MG895183.1	1479
MG895182.1	1479
MG895181.1	1479
MG895180.1	1479
MG895179.1	1479
MG895178.1	1479
MG895177.1	1479
MG895176.1	1479
MG895175.1	1479
MG895174.1	1479
MG895173.1	1485
MG895172.1	1485
MG895171.1	1485
MG895170.1	1485
MG895169.1	1485
MG895168.1	1485
MG895167.1	1485
MG895166.1	1485
MG895165.1	1485
MG895164.1	1485
MG895163.1	1485
MG895162.1	1485
MG895161.1	1485
MG895160.1	1485
MG895159.1	1485
MG895158.1	1485
MG895157.1	1485
MG895156.1	1485
MG895155.1	1485
MG895154.1	1485
MG895153.1	1485
MG895152.1	1485
MG895151.1	1485
MG895150.1	1485
MG895149.1	1485
MG895148.1	1485
MG895147.1	1485
MG895146.1	1485
MG895145.1	1485
MG895144.1	1485
MG895143.1	1485
MG895142.1	1485
MG895141.1	1485
MG895140.1	1485
MG895139.1	1485
MG895138.1	1485
MG895137.1	1485
MG895136.1	1485
MG895135.1	1485
MG895134.1	1485
MG895133.1	1485
MG895132.1	1485
MG895131.1	1485
MG895130.1	1485
MG895129.1	1485
MG895128.1	1485
MG895127.1	1485
MG895126.1	1485
MG895125.1	1485
MG895124.1	1485
MG895123.1	1485
MG895122.1	1485
MG895121.1	1485
MG895120.1	1485
MG895119.1	1485
MG895118.1	1485
MG895117.1	1485
MG895116.1	1485
MG895115.1	1485
MG895114.1	1485
MG895113.1	1485
MG895112.1	1485
MG895111.1	1485
MG895110.1	1485
MG895109.1	1485
MG895108.1	1485
MG895107.1	1485
MG895106.1	1485
MG895105.1	1485
MG895104.1	1485
MG895103.1	1485
MG895102.1	1485
MG895101.1	1485
MG895100.1	1485
MG895099.1	1485
MG895098.1	1485
MG895097.1	1485
MG895096.1	1485
MG895095.1	1485
MG895094.1	1485
MG895093.1	1485
MG895092.1	1485
MG895091.1	1485
MG895090.1	1485
MG895089.1	1485
MG895088.1	1485
MG895087.1	1485
MG895086.1	1485
MG895085.1	1485
MG895084.1	1485
MG895083.1	1485
MG895082.1	1485
MG895081.1	1485
MG895080.1	1485
MG895079.1	1485
MG895078.1	1485
MG895077.1	1485
MG895076.1	1485
MG895075.1	1485
MG895074.1	1485
MG895073.1	1485
MG895072.1	1485
MG895071.1	1485
MG895070.1	1485
MG895069.1	1485
MG895068.1	1485
MG895067.1	1485
MG895066.1	1485
MG895065.1	1485
MG895064.1	1485
MG895063.1	1485
MG895062.1	1485
MG895061.1	1485
MG895060.1	1485
MG895059.1	1485
MG895058.1	1485
MG895057.1	1485
MG895056.1	1485
MG895055.1	1485
MG895054.1	1485
MG895053.1	1485
MG895052.1	1485
MG895051.1	1485
MG895050.1	1485
MG895049.1	1485
MG895048.1	1485
MG895047.1	1485
MG895046.1	1485
MG895045.1	1485
MG895044.1	1485
MG895043.1	1485
MG895042.1	1485
MG895041.1	1485
MG895040.1	1485
MG895039.1	1485
MG895038.1	1485
MG895037.1	1485
MG895036.1	1485
MG895035.1	1485
MG895034.1	1485
MG895033.1	1485
MG895032.1	1485
MG895031.1	1485
MG895030.1	1485
MG895029.1	1485
MG895028.1	1485
MG895027.1	1485
MG895026.1	1485
MG895025.1	1485
MG895024.1	1485
MG895023.1	1485
MG895022.1	1485
MG895021.1	1485
MG895020.1	1485
MG895019.1	1485
MG895018.1	1485
MG895017.1	1485
MG895016.1	1485
MG895015.1	1485
MG895014.1	1485
MG895013.1	1485
MG895012.1	1485
MG895011.1	1485
MG895010.1	1485
MG895009.1	1485
MG895008.1	1485
MG895007.1	1485
MG895006.1	1485
MG895005.1	1485
MG895004.1	1485
MG895003.1	1485
MG895002.1	1485
MG895001.1	1485
MG895000.1	1485
MG894999.1	1485
MG894998.1	1485
MG894997.1	1485
MG894996.1	1485
MG894995.1	1485
MG894994.1	1485
MG894993.1	1485
MG894992.1	1485
MG894991.1	1485
MG894990.1	1485
MG894989.1	1485
MG894988.1	1485
MG894987.1	1485
MG894986.1	1485
MG894985.1	1485
MG894984.1	1485
MG894983.1	1485
MG894982.1	1485
MG894981.1	1485
MG894980.1	1485
MG894979.1	1485
MG894978.1	1485
MG894977.1	1485
MG894976.1	1485
MG894975.1	1485
MG894974.1	1485
MG894973.1	1485
MG894972.1	1485
MG894971.1	1485
MG894970.1	1485
MG894969.1	1485
MG894968.1	1485
MG894967.1	1485
MG894966.1	1485
MG894965.1	1485
MG894964.1	1485
MG894963.1	1485
MG894962.1	1485
MG894961.1	1485
MG894960.1	1485
MG894959.1	1485
MG894958.1	1485
MG894957.1	1485
MG894956.1	1485
MG894955.1	1485
MG894954.1	1485
MG894953.1	1485
MG894952.1	1485
MG894951.1	1485
MG894950.1	1485
MG894949.1	1485
MG894948.1	1485
MG894947.1	1485
MG894946.1	1485
MG894945.1	1485
MG894944.1	1485
MG894943.1	1485
MG894942.1	1485
MG894941.1	1485
MG894940.1	1485
MG894939.1	1485
MG894938.1	1485
MG894937.1	1485
MG894936.1	1485
MG894935.1	1485
MG894934.1	1485
MG894933.1	1485
MG894932.1	1485
MG894931.1	1485
MG894930.1	1485
MG894929.1	1485
MG894928.1	1485
MG894927.1	1485
MG894926.1	1485
MG894925.1	1485
MG894924.1	1485
MG894923.1	1485
MG894922.1	1485
MG894921.1	1485
MG894920.1	1485
MG894919.1	1485
MG894918.1	1485
MG894917.1	1485
MG894916.1	1485
MG894915.1	1485
MG894914.1	1485
MG894913.1	1485
MG894912.1	1485
MG894911.1	1485
MG894910.1	1485
MG894909.1	1485
MG894908.1	1485
MG894907.1	1485
MG894906.1	1485
MG894905.1	1485
MG894904.1	1485
MG894903.1	1485
MG894902.1	1485
MG894901.1	1485
MG894900.1	1485
MG894899.1	1485
MG894898.1	1485
MG894897.1	1485
MG894896.1	1485
MG894895.1	1485
MG894894.1	1485
MG894893.1	1485
MG894892.1	1485
MG894891.1	1485
MG894890.1	1485
MG894889.1	1485
MG894888.1	1485
MG894887.1	1485
MG894886.1	1485
MG894885.1	1485
MG894884.1	1485
MG894883.1	1485
MG894882.1	1485
MG894881.1	1485
MG894880.1	1485
MG894879.1	1485
MG894878.1	1485
MG894877.1	1485
MG894876.1	1485
MG894875.1	1485
MG894874.1	1485
MG894873.1	1485
MG894872.1	1485
MG894871.1	1485
MG894870.1	1485
MG894869.1	1485
MG894868.1	1485
MG894867.1	1485
MG894866.1	1485
MG894865.1	1485
MG894864.1	1485
MG894863.1	1485
MG894862.1	1485
MG894861.1	1485
MG894860.1	1485
MG894859.1	1485
MG894858.1	1485
MG894857.1	1485
MG894856.1	1485
MG894855.1	1485
MG894854.1	1485
MG894853.1	1485
MG894852.1	1485
MG894851.1	1485
MG894850.1	1485
MG894849.1	1485
MG894848.1	1485
MG894847.1	1485
MG894846.1	1485
MG894845.1	1485
MG894844.1	1485
MG894843.1	1485
MG894842.1	1485
MG894841.1	1485
MG894840.1	1485
MG894839.1	1485
MG894838.1	1485
MG894837.1	1485
MG894836.1	1485
MG894835.1	1485
MG894834.1	1485
MG894833.1	1485
MG894832.1	1485
MG894831.1	1485
MG894830.1	1485
MG894829.1	1485
MG894828.1	1485
MG894827.1	1485
MG894826.1	1485
MG894825.1	1485
MG894824.1	1485
MG894823.1	1485
MG894822.1	1485
MG894821.1	1485
MG894820.1	1485
MG894819.1	1485
MG894818.1	1485
MG894817.1	1485
MG894816.1	1485
MG894815.1	1485
MG894814.1	1485
MG894813.1	1485
MG894812.1	1485
MG894811.1	1485
MG894810.1	1485
MG894809.1	1485
MG894808.1	1485
MG894807.1	1485
MG894806.1	1485
MG894805.1	1485
MG894804.1	1485
MG894803.1	1485
MG894802.1	1485
MG894801.1	1485
MG894800.1	1485
MG894799.1	1485
MG894798.1	1485
MG894797.1	1485
MG894796.1	1485
MG894795.1	1485
MG894794.1	1485
MG894793.1	1485
MG894792.1	1485
MG894791.1	1485
MG894790.1	1485
MG894789.1	1485
MG894788.1	1485
MG894787.1	1485
MG894786.1	1485
MG894785.1	1485
MG894784.1	1485
MG894783.1	1485
MG894782.1	1485
MG894781.1	1485
MG894780.1	1485
MG894779.1	1485
MG894778.1	1485
MG894777.1	1485
MG894776.1	1485
MG894775.1	1485
MG894774.1	1485
MG894773.1	1485
MG894772.1	1485
MG894771.1	1485
MG894770.1	1485
MG894769.1	1485
MG894768.1	1485
MG894767.1	1485
MG894766.1	1485
MG894765.1	1485
MG894764.1	1485
MG894763.1	1485
MG894762.1	1485
MG894761.1	1485
MG894760.1	1485
MG894759.1	1485
MG894758.1	1485
MG894757.1	1485
MG894756.1	1485
MG894755.1	1485
MG894754.1	1485
MG894753.1	1485
MG894752.1	1485
MG894751.1	1485
MG894750.1	1485
MG894749.1	1485
MG894748.1	1485
MG894747.1	1485
MG894746.1	1485
MG894745.1	1485
MG894744.1	1485
MG894743.1	1485
MG894742.1	1485
MG894741.1	1485
MG894740.1	1485
MG894739.1	1485
MG894738.1	1485
